policy,dataset,backbone,variant,split,selected_depth,test_metric,metric_name
per_split_validation,minesweeper,TAG,BASE,7,5,0.946203,roc_auc
per_split_validation,minesweeper,TAG,BASE,8,5,0.9418930000000001,roc_auc
per_split_validation,minesweeper,TAG,BASE,9,5,0.941511,roc_auc
mean_validation,minesweeper,TAG,BASE,0,5,0.942631,roc_auc
mean_validation,minesweeper,TAG,BASE,1,5,0.9414039999999999,roc_auc
mean_validation,minesweeper,TAG,BASE,2,5,0.945696,roc_auc
mean_validation,minesweeper,TAG,BASE,3,5,0.937749,roc_auc
mean_validation,minesweeper,TAG,BASE,4,5,0.93846,roc_auc
mean_validation,minesweeper,TAG,BASE,5,5,0.940287,roc_auc
mean_validation,minesweeper,TAG,BASE,6,5,0.9260809999999999,roc_auc
mean_validation,minesweeper,TAG,BASE,7,5,0.946203,roc_auc
mean_validation,minesweeper,TAG,BASE,8,5,0.9418930000000001,roc_auc
mean_validation,minesweeper,TAG,BASE,9,5,0.941511,roc_auc
split0_validation,minesweeper,TAG,BASE,0,5,0.942631,roc_auc
split0_validation,minesweeper,TAG,BASE,1,5,0.9414039999999999,roc_auc
split0_validation,minesweeper,TAG,BASE,2,5,0.945696,roc_auc
split0_validation,minesweeper,TAG,BASE,3,5,0.937749,roc_auc
split0_validation,minesweeper,TAG,BASE,4,5,0.93846,roc_auc
split0_validation,minesweeper,TAG,BASE,5,5,0.940287,roc_auc
split0_validation,minesweeper,TAG,BASE,6,5,0.9260809999999999,roc_auc
split0_validation,minesweeper,TAG,BASE,7,5,0.946203,roc_auc
split0_validation,minesweeper,TAG,BASE,8,5,0.9418930000000001,roc_auc
split0_validation,minesweeper,TAG,BASE,9,5,0.941511,roc_auc
per_split_validation,minesweeper,GCN,ENS,0,2,0.897745,roc_auc
per_split_validation,minesweeper,GCN,ENS,1,4,0.901618,roc_auc
per_split_validation,minesweeper,GCN,ENS,2,4,0.9044659999999999,roc_auc
per_split_validation,minesweeper,GCN,ENS,3,4,0.891804,roc_auc
per_split_validation,minesweeper,GCN,ENS,4,4,0.897092,roc_auc
per_split_validation,minesweeper,GCN,ENS,5,3,0.9035870000000001,roc_auc
per_split_validation,minesweeper,GCN,ENS,6,2,0.8900990000000001,roc_auc
per_split_validation,minesweeper,GCN,ENS,7,2,0.8936710000000001,roc_auc
per_split_validation,minesweeper,GCN,ENS,8,5,0.904976,roc_auc
per_split_validation,minesweeper,GCN,ENS,9,4,0.905243,roc_auc
mean_validation,minesweeper,GCN,ENS,0,4,0.900103,roc_auc
mean_validation,minesweeper,GCN,ENS,1,4,0.901618,roc_auc
mean_validation,minesweeper,GCN,ENS,2,4,0.9044659999999999,roc_auc
mean_validation,minesweeper,GCN,ENS,3,4,0.891804,roc_auc
mean_validation,minesweeper,GCN,ENS,4,4,0.897092,roc_auc
mean_validation,minesweeper,GCN,ENS,5,4,0.9067939999999999,roc_auc
mean_validation,minesweeper,GCN,ENS,6,4,0.89062,roc_auc
mean_validation,minesweeper,GCN,ENS,7,4,0.8910910000000001,roc_auc
mean_validation,minesweeper,GCN,ENS,8,4,0.9046880000000002,roc_auc
mean_validation,minesweeper,GCN,ENS,9,4,0.905243,roc_auc
split0_validation,minesweeper,GCN,ENS,0,2,0.897745,roc_auc
split0_validation,minesweeper,GCN,ENS,1,2,0.893827,roc_auc
split0_validation,minesweeper,GCN,ENS,2,2,0.891715,roc_auc
split0_validation,minesweeper,GCN,ENS,3,2,0.891286,roc_auc
split0_validation,minesweeper,GCN,ENS,4,2,0.8955519999999999,roc_auc
split0_validation,minesweeper,GCN,ENS,5,2,0.901797,roc_auc
split0_validation,minesweeper,GCN,ENS,6,2,0.8900990000000001,roc_auc
split0_validation,minesweeper,GCN,ENS,7,2,0.8936710000000001,roc_auc
split0_validation,minesweeper,GCN,ENS,8,2,0.8970400000000001,roc_auc
split0_validation,minesweeper,GCN,ENS,9,2,0.905016,roc_auc
per_split_validation,minesweeper,SAGE,ENS,0,5,0.942741,roc_auc
per_split_validation,minesweeper,SAGE,ENS,1,5,0.94252,roc_auc
per_split_validation,minesweeper,SAGE,ENS,2,5,0.9428580000000001,roc_auc
per_split_validation,minesweeper,SAGE,ENS,3,5,0.932529,roc_auc
per_split_validation,minesweeper,SAGE,ENS,4,5,0.93688,roc_auc
per_split_validation,minesweeper,SAGE,ENS,5,5,0.938714,roc_auc
per_split_validation,minesweeper,SAGE,ENS,6,5,0.929311,roc_auc
per_split_validation,minesweeper,SAGE,ENS,7,4,0.9420359999999999,roc_auc
per_split_validation,minesweeper,SAGE,ENS,8,5,0.938374,roc_auc
per_split_validation,minesweeper,SAGE,ENS,9,5,0.941417,roc_auc
mean_validation,minesweeper,SAGE,ENS,0,5,0.942741,roc_auc
mean_validation,minesweeper,SAGE,ENS,1,5,0.94252,roc_auc
mean_validation,minesweeper,SAGE,ENS,2,5,0.9428580000000001,roc_auc
mean_validation,minesweeper,SAGE,ENS,3,5,0.932529,roc_auc
mean_validation,minesweeper,SAGE,ENS,4,5,0.93688,roc_auc
mean_validation,minesweeper,SAGE,ENS,5,5,0.938714,roc_auc
mean_validation,minesweeper,SAGE,ENS,6,5,0.929311,roc_auc
mean_validation,minesweeper,SAGE,ENS,7,5,0.943859,roc_auc
mean_validation,minesweeper,SAGE,ENS,8,5,0.938374,roc_auc
mean_validation,minesweeper,SAGE,ENS,9,5,0.941417,roc_auc
split0_validation,minesweeper,SAGE,ENS,0,5,0.942741,roc_auc
split0_validation,minesweeper,SAGE,ENS,1,5,0.94252,roc_auc
split0_validation,minesweeper,SAGE,ENS,2,5,0.9428580000000001,roc_auc
split0_validation,minesweeper,SAGE,ENS,3,5,0.932529,roc_auc
split0_validation,minesweeper,SAGE,ENS,4,5,0.93688,roc_auc
split0_validation,minesweeper,SAGE,ENS,5,5,0.938714,roc_auc
split0_validation,minesweeper,SAGE,ENS,6,5,0.929311,roc_auc
split0_validation,minesweeper,SAGE,ENS,7,5,0.943859,roc_auc
split0_validation,minesweeper,SAGE,ENS,8,5,0.938374,roc_auc
split0_validation,minesweeper,SAGE,ENS,9,5,0.941417,roc_auc
per_split_validation,minesweeper,GAT,ENS,0,4,0.9255400000000001,roc_auc
per_split_validation,minesweeper,GAT,ENS,1,5,0.931982,roc_auc
per_split_validation,minesweeper,GAT,ENS,2,4,0.9227739999999999,roc_auc
per_split_validation,minesweeper,GAT,ENS,3,5,0.9252800000000001,roc_auc
per_split_validation,minesweeper,GAT,ENS,4,5,0.9307570000000001,roc_auc
per_split_validation,minesweeper,GAT,ENS,5,4,0.9242960000000001,roc_auc
per_split_validation,minesweeper,GAT,ENS,6,5,0.9171630000000001,roc_auc
per_split_validation,minesweeper,GAT,ENS,7,5,0.9265599999999999,roc_auc
per_split_validation,minesweeper,GAT,ENS,8,5,0.9343579999999999,roc_auc
per_split_validation,minesweeper,GAT,ENS,9,5,0.938127,roc_auc
mean_validation,minesweeper,GAT,ENS,0,5,0.9245100000000002,roc_auc
mean_validation,minesweeper,GAT,ENS,1,5,0.931982,roc_auc
mean_validation,minesweeper,GAT,ENS,2,5,0.9227430000000001,roc_auc
mean_validation,minesweeper,GAT,ENS,3,5,0.9252800000000001,roc_auc
mean_validation,minesweeper,GAT,ENS,4,5,0.9307570000000001,roc_auc
mean_validation,minesweeper,GAT,ENS,5,5,0.924198,roc_auc
mean_validation,minesweeper,GAT,ENS,6,5,0.9171630000000001,roc_auc
mean_validation,minesweeper,GAT,ENS,7,5,0.9265599999999999,roc_auc
mean_validation,minesweeper,GAT,ENS,8,5,0.9343579999999999,roc_auc
mean_validation,minesweeper,GAT,ENS,9,5,0.938127,roc_auc
split0_validation,minesweeper,GAT,ENS,0,4,0.9255400000000001,roc_auc
split0_validation,minesweeper,GAT,ENS,1,4,0.926112,roc_auc
split0_validation,minesweeper,GAT,ENS,2,4,0.9227739999999999,roc_auc
split0_validation,minesweeper,GAT,ENS,3,4,0.924305,roc_auc
split0_validation,minesweeper,GAT,ENS,4,4,0.9257679999999999,roc_auc
split0_validation,minesweeper,GAT,ENS,5,4,0.9242960000000001,roc_auc
split0_validation,minesweeper,GAT,ENS,6,4,0.915082,roc_auc
split0_validation,minesweeper,GAT,ENS,7,4,0.9244149999999999,roc_auc
split0_validation,minesweeper,GAT,ENS,8,4,0.930785,roc_auc
split0_validation,minesweeper,GAT,ENS,9,4,0.9360809999999999,roc_auc
per_split_validation,minesweeper,GAT-sep,ENS,0,5,0.9399660000000001,roc_auc
per_split_validation,minesweeper,GAT-sep,ENS,1,5,0.9366180000000001,roc_auc
per_split_validation,minesweeper,GAT-sep,ENS,2,5,0.9354070000000001,roc_auc
per_split_validation,minesweeper,GAT-sep,ENS,3,5,0.932306,roc_auc
per_split_validation,minesweeper,GAT-sep,ENS,4,5,0.9376140000000001,roc_auc
per_split_validation,minesweeper,GAT-sep,ENS,5,5,0.93988,roc_auc
per_split_validation,minesweeper,GAT-sep,ENS,6,5,0.9280909999999999,roc_auc
per_split_validation,minesweeper,GAT-sep,ENS,7,5,0.939709,roc_auc
per_split_validation,minesweeper,GAT-sep,ENS,8,5,0.9379569999999999,roc_auc
per_split_validation,minesweeper,GAT-sep,ENS,9,5,0.9434370000000001,roc_auc
mean_validation,minesweeper,GAT-sep,ENS,0,5,0.9399660000000001,roc_auc
mean_validation,minesweeper,GAT-sep,ENS,1,5,0.9366180000000001,roc_auc
mean_validation,minesweeper,GAT-sep,ENS,2,5,0.9354070000000001,roc_auc
mean_validation,minesweeper,GAT-sep,ENS,3,5,0.932306,roc_auc
mean_validation,minesweeper,GAT-sep,ENS,4,5,0.9376140000000001,roc_auc
mean_validation,minesweeper,GAT-sep,ENS,5,5,0.93988,roc_auc
mean_validation,minesweeper,GAT-sep,ENS,6,5,0.9280909999999999,roc_auc
mean_validation,minesweeper,GAT-sep,ENS,7,5,0.939709,roc_auc
mean_validation,minesweeper,GAT-sep,ENS,8,5,0.9379569999999999,roc_auc
mean_validation,minesweeper,GAT-sep,ENS,9,5,0.9434370000000001,roc_auc
split0_validation,minesweeper,GAT-sep,ENS,0,5,0.9399660000000001,roc_auc
split0_validation,minesweeper,GAT-sep,ENS,1,5,0.9366180000000001,roc_auc
split0_validation,minesweeper,GAT-sep,ENS,2,5,0.9354070000000001,roc_auc
split0_validation,minesweeper,GAT-sep,ENS,3,5,0.932306,roc_auc
split0_validation,minesweeper,GAT-sep,ENS,4,5,0.9376140000000001,roc_auc
split0_validation,minesweeper,GAT-sep,ENS,5,5,0.93988,roc_auc
split0_validation,minesweeper,GAT-sep,ENS,6,5,0.9280909999999999,roc_auc
split0_validation,minesweeper,GAT-sep,ENS,7,5,0.939709,roc_auc
split0_validation,minesweeper,GAT-sep,ENS,8,5,0.9379569999999999,roc_auc
split0_validation,minesweeper,GAT-sep,ENS,9,5,0.9434370000000001,roc_auc
per_split_validation,minesweeper,GT,ENS,0,5,0.927727,roc_auc
per_split_validation,minesweeper,GT,ENS,1,5,0.92879,roc_auc
per_split_validation,minesweeper,GT,ENS,2,5,0.923379,roc_auc
per_split_validation,minesweeper,GT,ENS,3,5,0.92476,roc_auc
per_split_validation,minesweeper,GT,ENS,4,5,0.925724,roc_auc
per_split_validation,minesweeper,GT,ENS,5,5,0.930035,roc_auc
per_split_validation,minesweeper,GT,ENS,6,5,0.914189,roc_auc
per_split_validation,minesweeper,GT,ENS,7,5,0.9302450000000001,roc_auc
per_split_validation,minesweeper,GT,ENS,8,5,0.919984,roc_auc
per_split_validation,minesweeper,GT,ENS,9,5,0.9342570000000001,roc_auc
mean_validation,minesweeper,GT,ENS,0,5,0.927727,roc_auc
mean_validation,minesweeper,GT,ENS,1,5,0.92879,roc_auc
mean_validation,minesweeper,GT,ENS,2,5,0.923379,roc_auc
mean_validation,minesweeper,GT,ENS,3,5,0.92476,roc_auc
mean_validation,minesweeper,GT,ENS,4,5,0.925724,roc_auc
mean_validation,minesweeper,GT,ENS,5,5,0.930035,roc_auc
mean_validation,minesweeper,GT,ENS,6,5,0.914189,roc_auc
mean_validation,minesweeper,GT,ENS,7,5,0.9302450000000001,roc_auc
mean_validation,minesweeper,GT,ENS,8,5,0.919984,roc_auc
mean_validation,minesweeper,GT,ENS,9,5,0.9342570000000001,roc_auc
split0_validation,minesweeper,GT,ENS,0,5,0.927727,roc_auc
split0_validation,minesweeper,GT,ENS,1,5,0.92879,roc_auc
split0_validation,minesweeper,GT,ENS,2,5,0.923379,roc_auc
split0_validation,minesweeper,GT,ENS,3,5,0.92476,roc_auc
split0_validation,minesweeper,GT,ENS,4,5,0.925724,roc_auc
split0_validation,minesweeper,GT,ENS,5,5,0.930035,roc_auc
split0_validation,minesweeper,GT,ENS,6,5,0.914189,roc_auc
split0_validation,minesweeper,GT,ENS,7,5,0.9302450000000001,roc_auc
split0_validation,minesweeper,GT,ENS,8,5,0.919984,roc_auc
split0_validation,minesweeper,GT,ENS,9,5,0.9342570000000001,roc_auc
per_split_validation,minesweeper,GT-sep,ENS,0,5,0.9238939999999999,roc_auc
per_split_validation,minesweeper,GT-sep,ENS,1,5,0.922833,roc_auc
per_split_validation,minesweeper,GT-sep,ENS,2,5,0.9217519999999999,roc_auc
per_split_validation,minesweeper,GT-sep,ENS,3,5,0.9223429999999999,roc_auc
per_split_validation,minesweeper,GT-sep,ENS,4,5,0.926629,roc_auc
per_split_validation,minesweeper,GT-sep,ENS,5,5,0.932929,roc_auc
per_split_validation,minesweeper,GT-sep,ENS,6,5,0.9159160000000001,roc_auc
per_split_validation,minesweeper,GT-sep,ENS,7,5,0.9299580000000001,roc_auc
per_split_validation,minesweeper,GT-sep,ENS,8,5,0.920744,roc_auc
per_split_validation,minesweeper,GT-sep,ENS,9,5,0.9311130000000001,roc_auc
mean_validation,minesweeper,GT-sep,ENS,0,5,0.9238939999999999,roc_auc
mean_validation,minesweeper,GT-sep,ENS,1,5,0.922833,roc_auc
mean_validation,minesweeper,GT-sep,ENS,2,5,0.9217519999999999,roc_auc
mean_validation,minesweeper,GT-sep,ENS,3,5,0.9223429999999999,roc_auc
mean_validation,minesweeper,GT-sep,ENS,4,5,0.926629,roc_auc
mean_validation,minesweeper,GT-sep,ENS,5,5,0.932929,roc_auc
mean_validation,minesweeper,GT-sep,ENS,6,5,0.9159160000000001,roc_auc
mean_validation,minesweeper,GT-sep,ENS,7,5,0.9299580000000001,roc_auc
mean_validation,minesweeper,GT-sep,ENS,8,5,0.920744,roc_auc
mean_validation,minesweeper,GT-sep,ENS,9,5,0.9311130000000001,roc_auc
split0_validation,minesweeper,GT-sep,ENS,0,5,0.9238939999999999,roc_auc
split0_validation,minesweeper,GT-sep,ENS,1,5,0.922833,roc_auc
split0_validation,minesweeper,GT-sep,ENS,2,5,0.9217519999999999,roc_auc
split0_validation,minesweeper,GT-sep,ENS,3,5,0.9223429999999999,roc_auc
split0_validation,minesweeper,GT-sep,ENS,4,5,0.926629,roc_auc
split0_validation,minesweeper,GT-sep,ENS,5,5,0.932929,roc_auc
split0_validation,minesweeper,GT-sep,ENS,6,5,0.9159160000000001,roc_auc
split0_validation,minesweeper,GT-sep,ENS,7,5,0.9299580000000001,roc_auc
split0_validation,minesweeper,GT-sep,ENS,8,5,0.920744,roc_auc
split0_validation,minesweeper,GT-sep,ENS,9,5,0.9311130000000001,roc_auc
per_split_validation,minesweeper,ResNet,ENS,0,5,0.521903,roc_auc
per_split_validation,minesweeper,ResNet,ENS,1,3,0.5163584999999999,roc_auc
per_split_validation,minesweeper,ResNet,ENS,2,2,0.5123610000000001,roc_auc
per_split_validation,minesweeper,ResNet,ENS,3,3,0.5218935,roc_auc
per_split_validation,minesweeper,ResNet,ENS,4,2,0.5007495,roc_auc
per_split_validation,minesweeper,ResNet,ENS,5,2,0.49895449999999997,roc_auc
per_split_validation,minesweeper,ResNet,ENS,6,4,0.503409,roc_auc
per_split_validation,minesweeper,ResNet,ENS,7,1,0.5195379999999999,roc_auc
per_split_validation,minesweeper,ResNet,ENS,8,2,0.487908,roc_auc
per_split_validation,minesweeper,ResNet,ENS,9,3,0.5122820000000001,roc_auc
mean_validation,minesweeper,ResNet,ENS,0,1,0.519745,roc_auc
mean_validation,minesweeper,ResNet,ENS,1,1,0.5233665,roc_auc
mean_validation,minesweeper,ResNet,ENS,2,1,0.527624,roc_auc
mean_validation,minesweeper,ResNet,ENS,3,1,0.5211914999999999,roc_auc
mean_validation,minesweeper,ResNet,ENS,4,1,0.5011065,roc_auc
mean_validation,minesweeper,ResNet,ENS,5,1,0.4926275,roc_auc
mean_validation,minesweeper,ResNet,ENS,6,1,0.504221,roc_auc
mean_validation,minesweeper,ResNet,ENS,7,1,0.5195379999999999,roc_auc
mean_validation,minesweeper,ResNet,ENS,8,1,0.497623,roc_auc
mean_validation,minesweeper,ResNet,ENS,9,1,0.5017940000000001,roc_auc
split0_validation,minesweeper,ResNet,ENS,0,5,0.521903,roc_auc
split0_validation,minesweeper,ResNet,ENS,1,5,0.5227864999999999,roc_auc
split0_validation,minesweeper,ResNet,ENS,2,5,0.5277769999999999,roc_auc
split0_validation,minesweeper,ResNet,ENS,3,5,0.5177455,roc_auc
split0_validation,minesweeper,ResNet,ENS,4,5,0.5007495,roc_auc
split0_validation,minesweeper,ResNet,ENS,5,5,0.5010245,roc_auc
split0_validation,minesweeper,ResNet,ENS,6,5,0.527563,roc_auc
split0_validation,minesweeper,ResNet,ENS,7,5,0.493484,roc_auc
split0_validation,minesweeper,ResNet,ENS,8,5,0.49657399999999996,roc_auc
split0_validation,minesweeper,ResNet,ENS,9,5,0.5122820000000001,roc_auc
per_split_validation,minesweeper,TAG,ENS,0,5,0.9434150000000001,roc_auc
per_split_validation,minesweeper,TAG,ENS,1,5,0.94432,roc_auc
per_split_validation,minesweeper,TAG,ENS,2,5,0.9462239999999998,roc_auc
per_split_validation,minesweeper,TAG,ENS,3,5,0.9380339999999999,roc_auc
per_split_validation,minesweeper,TAG,ENS,4,5,0.938961,roc_auc
per_split_validation,minesweeper,TAG,ENS,5,5,0.9411889999999999,roc_auc
per_split_validation,minesweeper,TAG,ENS,6,4,0.9271630000000001,roc_auc
per_split_validation,minesweeper,TAG,ENS,7,5,0.944278,roc_auc
per_split_validation,minesweeper,TAG,ENS,8,5,0.945344,roc_auc
per_split_validation,minesweeper,TAG,ENS,9,5,0.9450719999999999,roc_auc
mean_validation,minesweeper,TAG,ENS,0,5,0.9434150000000001,roc_auc
mean_validation,minesweeper,TAG,ENS,1,5,0.94432,roc_auc
mean_validation,minesweeper,TAG,ENS,2,5,0.9462239999999998,roc_auc
mean_validation,minesweeper,TAG,ENS,3,5,0.9380339999999999,roc_auc
mean_validation,minesweeper,TAG,ENS,4,5,0.938961,roc_auc
mean_validation,minesweeper,TAG,ENS,5,5,0.9411889999999999,roc_auc
mean_validation,minesweeper,TAG,ENS,6,5,0.927436,roc_auc
mean_validation,minesweeper,TAG,ENS,7,5,0.944278,roc_auc
mean_validation,minesweeper,TAG,ENS,8,5,0.945344,roc_auc
mean_validation,minesweeper,TAG,ENS,9,5,0.9450719999999999,roc_auc
split0_validation,minesweeper,TAG,ENS,0,5,0.9434150000000001,roc_auc
split0_validation,minesweeper,TAG,ENS,1,5,0.94432,roc_auc
split0_validation,minesweeper,TAG,ENS,2,5,0.9462239999999998,roc_auc
split0_validation,minesweeper,TAG,ENS,3,5,0.9380339999999999,roc_auc
split0_validation,minesweeper,TAG,ENS,4,5,0.938961,roc_auc
split0_validation,minesweeper,TAG,ENS,5,5,0.9411889999999999,roc_auc
split0_validation,minesweeper,TAG,ENS,6,5,0.927436,roc_auc
split0_validation,minesweeper,TAG,ENS,7,5,0.944278,roc_auc
split0_validation,minesweeper,TAG,ENS,8,5,0.945344,roc_auc
split0_validation,minesweeper,TAG,ENS,9,5,0.9450719999999999,roc_auc
per_split_validation,minesweeper,GCN,GNNM,0,4,0.888682,roc_auc
per_split_validation,minesweeper,GCN,GNNM,1,4,0.887758,roc_auc
per_split_validation,minesweeper,GCN,GNNM,2,4,0.880584,roc_auc
per_split_validation,minesweeper,GCN,GNNM,3,4,0.882981,roc_auc
per_split_validation,minesweeper,GCN,GNNM,4,4,0.882829,roc_auc
per_split_validation,minesweeper,GCN,GNNM,5,4,0.8953590000000001,roc_auc
per_split_validation,minesweeper,GCN,GNNM,6,3,0.8823189999999999,roc_auc
per_split_validation,minesweeper,GCN,GNNM,7,5,0.8838630000000001,roc_auc
per_split_validation,minesweeper,GCN,GNNM,8,4,0.892233,roc_auc
per_split_validation,minesweeper,GCN,GNNM,9,4,0.900513,roc_auc
mean_validation,minesweeper,GCN,GNNM,0,4,0.888682,roc_auc
mean_validation,minesweeper,GCN,GNNM,1,4,0.887758,roc_auc
mean_validation,minesweeper,GCN,GNNM,2,4,0.880584,roc_auc
mean_validation,minesweeper,GCN,GNNM,3,4,0.882981,roc_auc
mean_validation,minesweeper,GCN,GNNM,4,4,0.882829,roc_auc
mean_validation,minesweeper,GCN,GNNM,5,4,0.8953590000000001,roc_auc
mean_validation,minesweeper,GCN,GNNM,6,4,0.880074,roc_auc
mean_validation,minesweeper,GCN,GNNM,7,4,0.8822209999999999,roc_auc
mean_validation,minesweeper,GCN,GNNM,8,4,0.892233,roc_auc
mean_validation,minesweeper,GCN,GNNM,9,4,0.900513,roc_auc
split0_validation,minesweeper,GCN,GNNM,0,4,0.888682,roc_auc
split0_validation,minesweeper,GCN,GNNM,1,4,0.887758,roc_auc
split0_validation,minesweeper,GCN,GNNM,2,4,0.880584,roc_auc
split0_validation,minesweeper,GCN,GNNM,3,4,0.882981,roc_auc
split0_validation,minesweeper,GCN,GNNM,4,4,0.882829,roc_auc
split0_validation,minesweeper,GCN,GNNM,5,4,0.8953590000000001,roc_auc
split0_validation,minesweeper,GCN,GNNM,6,4,0.880074,roc_auc
split0_validation,minesweeper,GCN,GNNM,7,4,0.8822209999999999,roc_auc
split0_validation,minesweeper,GCN,GNNM,8,4,0.892233,roc_auc
split0_validation,minesweeper,GCN,GNNM,9,4,0.900513,roc_auc
per_split_validation,minesweeper,SAGE,GNNM,0,5,0.942642,roc_auc
per_split_validation,minesweeper,SAGE,GNNM,1,5,0.9428380000000002,roc_auc
per_split_validation,minesweeper,SAGE,GNNM,2,5,0.944789,roc_auc
per_split_validation,minesweeper,SAGE,GNNM,3,5,0.933622,roc_auc
per_split_validation,minesweeper,SAGE,GNNM,4,5,0.93701,roc_auc
per_split_validation,minesweeper,SAGE,GNNM,5,5,0.9403689999999999,roc_auc
per_split_validation,minesweeper,SAGE,GNNM,6,5,0.9307630000000001,roc_auc
per_split_validation,minesweeper,SAGE,GNNM,7,5,0.9440749999999999,roc_auc
per_split_validation,minesweeper,SAGE,GNNM,8,5,0.939523,roc_auc
per_split_validation,minesweeper,SAGE,GNNM,9,5,0.9453070000000001,roc_auc
mean_validation,minesweeper,SAGE,GNNM,0,5,0.942642,roc_auc
mean_validation,minesweeper,SAGE,GNNM,1,5,0.9428380000000002,roc_auc
mean_validation,minesweeper,SAGE,GNNM,2,5,0.944789,roc_auc
mean_validation,minesweeper,SAGE,GNNM,3,5,0.933622,roc_auc
mean_validation,minesweeper,SAGE,GNNM,4,5,0.93701,roc_auc
mean_validation,minesweeper,SAGE,GNNM,5,5,0.9403689999999999,roc_auc
mean_validation,minesweeper,SAGE,GNNM,6,5,0.9307630000000001,roc_auc
mean_validation,minesweeper,SAGE,GNNM,7,5,0.9440749999999999,roc_auc
mean_validation,minesweeper,SAGE,GNNM,8,5,0.939523,roc_auc
mean_validation,minesweeper,SAGE,GNNM,9,5,0.9453070000000001,roc_auc
split0_validation,minesweeper,SAGE,GNNM,0,5,0.942642,roc_auc
split0_validation,minesweeper,SAGE,GNNM,1,5,0.9428380000000002,roc_auc
split0_validation,minesweeper,SAGE,GNNM,2,5,0.944789,roc_auc
split0_validation,minesweeper,SAGE,GNNM,3,5,0.933622,roc_auc
split0_validation,minesweeper,SAGE,GNNM,4,5,0.93701,roc_auc
split0_validation,minesweeper,SAGE,GNNM,5,5,0.9403689999999999,roc_auc
split0_validation,minesweeper,SAGE,GNNM,6,5,0.9307630000000001,roc_auc
split0_validation,minesweeper,SAGE,GNNM,7,5,0.9440749999999999,roc_auc
split0_validation,minesweeper,SAGE,GNNM,8,5,0.939523,roc_auc
split0_validation,minesweeper,SAGE,GNNM,9,5,0.9453070000000001,roc_auc
per_split_validation,minesweeper,GAT,GNNM,0,3,0.906822,roc_auc
per_split_validation,minesweeper,GAT,GNNM,1,4,0.9190790000000001,roc_auc
per_split_validation,minesweeper,GAT,GNNM,2,4,0.9088569999999999,roc_auc
per_split_validation,minesweeper,GAT,GNNM,3,4,0.9088550000000001,roc_auc
per_split_validation,minesweeper,GAT,GNNM,4,4,0.9054740000000001,roc_auc
per_split_validation,minesweeper,GAT,GNNM,5,3,0.918506,roc_auc
per_split_validation,minesweeper,GAT,GNNM,6,5,0.899388,roc_auc
per_split_validation,minesweeper,GAT,GNNM,7,4,0.9034410000000002,roc_auc
per_split_validation,minesweeper,GAT,GNNM,8,4,0.9177169999999999,roc_auc
per_split_validation,minesweeper,GAT,GNNM,9,4,0.9224559999999999,roc_auc
mean_validation,minesweeper,GAT,GNNM,0,4,0.905177,roc_auc
mean_validation,minesweeper,GAT,GNNM,1,4,0.9190790000000001,roc_auc
mean_validation,minesweeper,GAT,GNNM,2,4,0.9088569999999999,roc_auc
mean_validation,minesweeper,GAT,GNNM,3,4,0.9088550000000001,roc_auc
mean_validation,minesweeper,GAT,GNNM,4,4,0.9054740000000001,roc_auc
mean_validation,minesweeper,GAT,GNNM,5,4,0.9148290000000001,roc_auc
mean_validation,minesweeper,GAT,GNNM,6,4,0.8989389999999998,roc_auc
mean_validation,minesweeper,GAT,GNNM,7,4,0.9034410000000002,roc_auc
mean_validation,minesweeper,GAT,GNNM,8,4,0.9177169999999999,roc_auc
mean_validation,minesweeper,GAT,GNNM,9,4,0.9224559999999999,roc_auc
split0_validation,minesweeper,GAT,GNNM,0,3,0.906822,roc_auc
split0_validation,minesweeper,GAT,GNNM,1,3,0.909586,roc_auc
split0_validation,minesweeper,GAT,GNNM,2,3,0.9015899999999999,roc_auc
split0_validation,minesweeper,GAT,GNNM,3,3,0.9012389999999999,roc_auc
split0_validation,minesweeper,GAT,GNNM,4,3,0.905474,roc_auc
split0_validation,minesweeper,GAT,GNNM,5,3,0.918506,roc_auc
split0_validation,minesweeper,GAT,GNNM,6,3,0.8988920000000001,roc_auc
split0_validation,minesweeper,GAT,GNNM,7,3,0.904231,roc_auc
split0_validation,minesweeper,GAT,GNNM,8,3,0.907856,roc_auc
split0_validation,minesweeper,GAT,GNNM,9,3,0.917048,roc_auc
per_split_validation,minesweeper,GAT-sep,GNNM,0,5,0.9397679999999999,roc_auc
per_split_validation,minesweeper,GAT-sep,GNNM,1,5,0.943061,roc_auc
per_split_validation,minesweeper,GAT-sep,GNNM,2,5,0.9361970000000001,roc_auc
per_split_validation,minesweeper,GAT-sep,GNNM,3,5,0.9358430000000001,roc_auc
per_split_validation,minesweeper,GAT-sep,GNNM,4,5,0.934453,roc_auc
per_split_validation,minesweeper,GAT-sep,GNNM,5,5,0.9376369999999999,roc_auc
per_split_validation,minesweeper,GAT-sep,GNNM,6,5,0.9278329999999999,roc_auc
per_split_validation,minesweeper,GAT-sep,GNNM,7,5,0.9427319999999999,roc_auc
per_split_validation,minesweeper,GAT-sep,GNNM,8,5,0.9318299999999999,roc_auc
per_split_validation,minesweeper,GAT-sep,GNNM,9,5,0.9407599999999999,roc_auc
mean_validation,minesweeper,GAT-sep,GNNM,0,5,0.9397679999999999,roc_auc
mean_validation,minesweeper,GAT-sep,GNNM,1,5,0.943061,roc_auc
mean_validation,minesweeper,GAT-sep,GNNM,2,5,0.9361970000000001,roc_auc
