dataset,model,num_layers,split,best_step,train_acc,val_acc,test_acc,test_loss,test_f1_macro,test_f1_weighted,test_prec_macro,test_rec_macro,test_roc_auc
amazon-ratings,GCN,3,6,867,0.7016984820365906,0.48897600173950195,0.48407644033432007,1.6907658576965332,0.4120862138852342,0.4811594412565009,0.4212957231016918,0.40704431989000467,
amazon-ratings,GCN,3,7,936,0.715172290802002,0.48538297414779663,0.481136679649353,1.7015070915222168,0.4111705427303834,0.47751911242046585,0.4173454081493147,0.4069252187874479,
amazon-ratings,GCN,3,8,971,0.7393434643745422,0.4919157326221466,0.4780336320400238,1.821980595588684,0.4176699327217249,0.47488466542012364,0.42421280370053205,0.414211631122268,
amazon-ratings,GCN,3,9,986,0.7348521947860718,0.48423975706100464,0.48407644033432007,1.8201552629470825,0.42313165494129956,0.4817560793386249,0.4278287288311985,0.41971282865553927,
amazon-ratings,GCN,4,0,545,0.6512330770492554,0.4881593883037567,0.47623714804649353,1.478838562965393,0.40489246924542377,0.46877609724750136,0.4154221791847851,0.40186523048652856,
amazon-ratings,GCN,4,1,431,0.6230605840682983,0.4827698767185211,0.48195329308509827,1.3810292482376099,0.40088759868951185,0.47294527237914,0.4193411281842486,0.39459426153534005,
amazon-ratings,GCN,4,2,927,0.7093744874000549,0.48374977707862854,0.4822799265384674,1.765609860420227,0.41183858178375016,0.478780143660645,0.4201741316609565,0.4090047489230361,
amazon-ratings,GCN,4,3,948,0.6989220976829529,0.49158909916877747,0.4770537316799164,1.6918362379074097,0.4140174963603226,0.4735573674054362,0.4221883193382652,0.4087563165728481,
amazon-ratings,GCN,4,4,945,0.7038216590881348,0.4930589497089386,0.48538297414779663,1.7344614267349243,0.41955618808650985,0.48483407886671015,0.4173975400692549,0.42342654246323735,
amazon-ratings,GCN,4,5,987,0.7165604829788208,0.4897925853729248,0.48407644033432007,1.681994080543518,0.42416037763072173,0.48186200489971887,0.4271973620375163,0.42207943134744264,
amazon-ratings,GCN,4,6,923,0.7028417587280273,0.4893026351928711,0.48358646035194397,1.7154691219329834,0.41791456873654803,0.48146582542284033,0.41914274176126065,0.41762484246778453,
amazon-ratings,GCN,4,7,938,0.7094561457633972,0.4785235822200775,0.47362402081489563,1.731702446937561,0.40833363669540523,0.47101394759434123,0.413767862285246,0.40429167799646193,
amazon-ratings,GCN,4,9,509,0.6170178055763245,0.47934019565582275,0.47362402081489563,1.3934332132339478,0.3934123490463731,0.4653658382253553,0.41205700637654097,0.3860960139468813,
amazon-ratings,GCN,4,8,972,0.7177037596702576,0.4878327548503876,0.47231748700141907,1.8033757209777832,0.41371660388703474,0.47004061042840656,0.42064035670165323,0.40887159761505903,
amazon-ratings,GCN,5,0,454,0.6135880947113037,0.487669438123703,0.4860362410545349,1.3839796781539917,0.4071675738089423,0.4722157535318669,0.43940825159503427,0.4000688210274861,
amazon-ratings,GCN,5,1,373,0.5963580012321472,0.4796668291091919,0.47934019565582275,1.3621002435684204,0.3928353319511952,0.46753085208507156,0.42481078882419326,0.3842508751764789,
amazon-ratings,GCN,5,2,713,0.6610321402549744,0.4845663905143738,0.4827698767185211,1.5414478778839111,0.40253728972099606,0.47560034465925316,0.4227541102721923,0.3947401363959826,
amazon-ratings,GCN,5,3,835,0.6832435131072998,0.48472970724105835,0.46823450922966003,1.6468271017074585,0.41157870095267535,0.46615012005987616,0.4178337245842799,0.4076124816244553,
amazon-ratings,GCN,5,4,994,0.706761360168457,0.4883227050304413,0.47574716806411743,1.8039082288742065,0.4082027595573307,0.4736200914249026,0.4078271316163641,0.4110455812782587,
amazon-ratings,GCN,5,5,947,0.6918993592262268,0.49485546350479126,0.4930589497089386,1.6316691637039185,0.4277473639410513,0.4873997017786631,0.44187378511733577,0.4196138828396384,
amazon-ratings,GCN,5,6,959,0.7118242383003235,0.48260655999183655,0.48309651017189026,1.7692683935165405,0.4223173185319358,0.4819328496864473,0.42188993192205493,0.4245810999362904,
amazon-ratings,GCN,5,7,961,0.7069246768951416,0.4795035123825073,0.47558385133743286,1.7720082998275757,0.4117651422162649,0.4738002788728819,0.4131960229878988,0.4116307051548397,
amazon-ratings,GCN,5,8,481,0.6341662406921387,0.48587292432785034,0.47346070408821106,1.438392996788025,0.39845970469879444,0.4652471543854007,0.41571445270811136,0.39246768766631834,
amazon-ratings,GCN,5,9,506,0.6322064399719238,0.47885024547576904,0.4667646586894989,1.450486660003662,0.395145637725747,0.46032775398933884,0.40943859561724116,0.3885388763361074,
amazon-ratings,SAGE,1,0,990,0.9954270720481873,0.5126571655273438,0.518863320350647,2.542663097381592,0.46385531540862146,0.5125014426820873,0.522717049211728,0.4394003190910487,
amazon-ratings,SAGE,1,1,991,0.9946921467781067,0.5138004422187805,0.5159235596656799,2.589296340942383,0.4624419484956114,0.5082802850094785,0.5280697191855284,0.4356129320764574,
amazon-ratings,SAGE,1,2,978,0.9829331636428833,0.5126571655273438,0.5038380026817322,2.334676742553711,0.4307068753806382,0.49380252902956606,0.4944428019701569,0.408272009925425,
amazon-ratings,SAGE,1,3,987,0.9906908273696899,0.5182099938392639,0.5095541477203369,2.5043654441833496,0.4449324385005454,0.5019497087142947,0.510499988948032,0.42202959976573184,
amazon-ratings,SAGE,1,4,995,0.9933039546012878,0.5103707313537598,0.5177200436592102,2.5335986614227295,0.4487116432985185,0.508968908253094,0.5096436380281525,0.42556326052869026,
amazon-ratings,SAGE,1,5,979,0.9840764403343201,0.5093908309936523,0.5133104920387268,2.3496851921081543,0.44573431913291744,0.5042169626062187,0.507410995802091,0.42243572845573735,
amazon-ratings,SAGE,1,6,876,0.9825248718261719,0.5151069760322571,0.5118405818939209,2.301754951477051,0.44800568378410216,0.5043142427311557,0.5119297430263362,0.424236537933694,
amazon-ratings,SAGE,1,7,934,0.9939572215080261,0.5108606815338135,0.5056344866752625,2.5381715297698975,0.4451794503367167,0.4987102954549036,0.515486782802987,0.42004142788962895,
amazon-ratings,SAGE,1,8,987,0.9915890693664551,0.5154336094856262,0.5074309706687927,2.524630546569824,0.4463525332584316,0.4990945775692685,0.5293665275561895,0.41934371670020204,
amazon-ratings,SAGE,1,9,983,0.9897109270095825,0.506941020488739,0.5126571655273438,2.4460203647613525,0.4401741877255649,0.5035795741328649,0.5127496677559845,0.41698754418626616,
amazon-ratings,SAGE,2,0,875,0.9883227348327637,0.5265392661094666,0.5329086780548096,2.3535351753234863,0.4832344467543918,0.5277009845681714,0.5197425878531701,0.4642168924275863,
amazon-ratings,SAGE,2,1,983,0.9951820969581604,0.5317654609680176,0.5343785881996155,2.609675884246826,0.4816056741780293,0.530052454148465,0.508075104143664,0.4663441593179406,
amazon-ratings,SAGE,2,2,961,0.9904458522796631,0.5325820446014404,0.529315710067749,2.5734236240386963,0.4605536228897608,0.5215310437935261,0.5066603584788503,0.4423036036296911,
amazon-ratings,SAGE,2,3,998,0.9896292686462402,0.5345419049263,0.5280091166496277,2.5233945846557617,0.4638952522938339,0.521204417568024,0.4916126870417349,0.4510946102681402,
amazon-ratings,SAGE,2,4,889,0.9915074110031128,0.5405846834182739,0.5325820446014404,2.4835288524627686,0.46538632176649986,0.5253103362339298,0.503280850939136,0.447821157070366,
amazon-ratings,SAGE,2,5,989,0.9940388798713684,0.5345419049263,0.5311121940612793,2.6199111938476562,0.47037017277829724,0.5241929485617822,0.5142959860559506,0.4519757739929462,
amazon-ratings,SAGE,2,6,994,0.9932222962379456,0.5405846834182739,0.5317654609680176,2.568793773651123,0.47341684394678724,0.5265775024316699,0.5032872861028931,0.456906980596829,
amazon-ratings,SAGE,2,7,997,0.9914257526397705,0.5187000036239624,0.5280091166496277,2.5420749187469482,0.46818117505620166,0.5221802697697671,0.5019085324203486,0.45102827139693813,
amazon-ratings,SAGE,2,8,1000,0.9904458522796631,0.5276824831962585,0.5169034600257874,2.6044890880584717,0.45736974939798947,0.5105286234691029,0.4949354546182304,0.44096346353537685,
